Year,Entry,Range,Column,Rep,Sub-Plot,OAT,PEA,Plant establishment - plants/ft2|CO_350:0005124,Plant height - cm|timepoint 1|COMP:0000114,Pea Plant Establishment - plants/ft2|CO_xxx:0003011,Pea Plant Height - cm|timepoint 1|COMP:0000122,Plant height - cm|timepoint 2|COMP:0000115,Pea Plant Height - cm|timepoint 2|COMP:0000123,Plant height - cm|timepoint 3|COMP:0000116,Pea Plant Height - cm|timepoint 3|COMP:0000124,Plant height - cm|timepoint 4|COMP:0000117,Pea Plant Height - cm|timepoint 4|COMP:0000125,plot_subplot
2025,182,24,7,1,3,PLIL23-1422-200865802,PLNDP250139G,7,16,2,17,40,45,72,68,42,44,2182_2
2025,182,24,7,1,3,PLIL23-1422-200865802,PLNDP250139G,7,16,2,17,40,45,72,68,42,44,2182_3
2025,182,24,7,1,3,PLIL23-1422-200865802,PLNDP250139G,7,16,2,17,40,45,72,68,42,44,2182_1
2025,183,24,8,1,1,PLIL23-4546-200865903,PLNDP170328G,16,19,7,23,47,62,75,79,40,55,2183_3
2025,183,24,8,1,1,PLIL23-4546-200865903,PLNDP170328G,16,19,7,23,47,62,75,79,40,55,2183_1
2025,183,24,8,1,1,PLIL23-4546-200865903,PLNDP170328G,16,19,7,23,47,62,75,79,40,55,2183_2
2025,183,24,8,1,2,PLIL23-4546-200865903,PLNDP170328G,9,16,7,22,54,66,72,77,41,45,2183_3
2025,183,24,8,1,2,PLIL23-4546-200865903,PLNDP170328G,9,16,7,22,54,66,72,77,41,45,2183_1
2025,183,24,8,1,2,PLIL23-4546-200865903,PLNDP170328G,9,16,7,22,54,66,72,77,41,45,2183_2
2025,183,24,8,1,3,PLIL23-4546-200865903,PLNDP170328G,7,14,6,15,55,65,77,72,59,56,2183_3
2025,183,24,8,1,3,PLIL23-4546-200865903,PLNDP170328G,7,14,6,15,55,65,77,72,59,56,2183_1
2025,183,24,8,1,3,PLIL23-4546-200865903,PLNDP170328G,7,14,6,15,55,65,77,72,59,56,2183_2
2025,184,24,9,1,1,PLIL19-6432-200865739,PLNDP120083Y,10,16,6,24,61,58,80,78,65,69,2184_1
2025,184,24,9,1,1,PLIL19-6432-200865739,PLNDP120083Y,10,16,6,24,61,58,80,78,65,69,2184_2
2025,184,24,9,1,1,PLIL19-6432-200865739,PLNDP120083Y,10,16,6,24,61,58,80,78,65,69,2184_3
2025,184,24,9,1,2,PLIL19-6432-200865739,PLNDP120083Y,16,24,4,18,55,66,87,83,61,50,2184_1
2025,184,24,9,1,2,PLIL19-6432-200865739,PLNDP120083Y,16,24,4,18,55,66,87,83,61,50,2184_2
2025,184,24,9,1,2,PLIL19-6432-200865739,PLNDP120083Y,16,24,4,18,55,66,87,83,61,50,2184_3
2025,184,24,9,1,3,PLIL19-6432-200865739,PLNDP120083Y,7,20,5,19,48,58,87,67,61,54,2184_1
2025,184,24,9,1,3,PLIL19-6432-200865739,PLNDP120083Y,7,20,5,19,48,58,87,67,61,54,2184_2
2025,184,24,9,1,3,PLIL19-6432-200865739,PLNDP120083Y,7,20,5,19,48,58,87,67,61,54,2184_3
2025,192,25,2,1,1,PLIL23-1959-200865830,PLNDP250073Y,9,19,14,18,57,54,79,61,54,49,2192_2
2025,192,25,2,1,1,PLIL23-1959-200865830,PLNDP250073Y,9,19,14,18,57,54,79,61,54,49,2192_3
2025,192,25,2,1,1,PLIL23-1959-200865830,PLNDP250073Y,9,19,14,18,57,54,79,61,54,49,2192_1
2025,192,25,2,1,2,PLIL23-1959-200865830,PLNDP250073Y,12,20,2,25,49,50,74,57,52,44,2192_2
2025,192,25,2,1,2,PLIL23-1959-200865830,PLNDP250073Y,12,20,2,25,49,50,74,57,52,44,2192_3
2025,192,25,2,1,2,PLIL23-1959-200865830,PLNDP250073Y,12,20,2,25,49,50,74,57,52,44,2192_1
2025,192,25,2,1,3,PLIL23-1959-200865830,PLNDP250073Y,5,21,9,26,57,55,74,54,71,46,2192_2
2025,192,25,2,1,3,PLIL23-1959-200865830,PLNDP250073Y,5,21,9,26,57,55,74,54,71,46,2192_3
2025,192,25,2,1,3,PLIL23-1959-200865830,PLNDP250073Y,5,21,9,26,57,55,74,54,71,46,2192_1
2025,191,25,3,1,1,PLIL22-4169-200865776,PLNDP250174Y,7,25,7,22,62,59,93,71,48,52,2191_3
2025,191,25,3,1,1,PLIL22-4169-200865776,PLNDP250174Y,7,25,7,22,62,59,93,71,48,52,2191_1
2025,191,25,3,1,1,PLIL22-4169-200865776,PLNDP250174Y,7,25,7,22,62,59,93,71,48,52,2191_2
2025,191,25,3,1,2,PLIL22-4169-200865776,PLNDP250174Y,8,26,6,24,72,60,95,74,51,41,2191_3
2025,191,25,3,1,2,PLIL22-4169-200865776,PLNDP250174Y,8,26,6,24,72,60,95,74,51,41,2191_1
2025,191,25,3,1,2,PLIL22-4169-200865776,PLNDP250174Y,8,26,6,24,72,60,95,74,51,41,2191_2
2025,191,25,3,1,3,PLIL22-4169-200865776,PLNDP250174Y,8,23,6,22,70,59,82,74,58,42,2191_3
2025,191,25,3,1,3,PLIL22-4169-200865776,PLNDP250174Y,8,23,6,22,70,59,82,74,58,42,2191_1
2025,191,25,3,1,3,PLIL22-4169-200865776,PLNDP250174Y,8,23,6,22,70,59,82,74,58,42,2191_2
2025,190,25,4,1,1,PLIL19-1222-200865729,PLNDP250137G,13,22,7,19,63,57,99,68,31,27,2190_1
2025,190,25,4,1,1,PLIL19-1222-200865729,PLNDP250137G,13,22,7,19,63,57,99,68,31,27,2190_2
2025,190,25,4,1,1,PLIL19-1222-200865729,PLNDP250137G,13,22,7,19,63,57,99,68,31,27,2190_3
2025,190,25,4,1,2,PLIL19-1222-200865729,PLNDP250137G,15,24,7,21,56,61,93,71,48,38,2190_1
2025,190,25,4,1,2,PLIL19-1222-200865729,PLNDP250137G,15,24,7,21,56,61,93,71,48,38,2190_2
2025,190,25,4,1,2,PLIL19-1222-200865729,PLNDP250137G,15,24,7,21,56,61,93,71,48,38,2190_3
2025,190,25,4,1,3,PLIL19-1222-200865729,PLNDP250137G,10,21,4,19,71,60,85,52,59,30,2190_1
2025,190,25,4,1,3,PLIL19-1222-200865729,PLNDP250137G,10,21,4,19,71,60,85,52,59,30,2190_2
2025,190,25,4,1,3,PLIL19-1222-200865729,PLNDP250137G,10,21,4,19,71,60,85,52,59,30,2190_3
2025,189,25,5,1,1,PLIL23-3874-200865886,PLND VICTORY,19,21,9,19,66,65,78,79,39,45,2189_2
2025,189,25,5,1,1,PLIL23-3874-200865886,PLND VICTORY,19,21,9,19,66,65,78,79,39,45,2189_3
2025,189,25,5,1,1,PLIL23-3874-200865886,PLND VICTORY,19,21,9,19,66,65,78,79,39,45,2189_1
2025,189,25,5,1,2,PLIL23-3874-200865886,PLND VICTORY,10,26,3,23,58,69,70,87,37,38,2189_2
2025,189,25,5,1,2,PLIL23-3874-200865886,PLND VICTORY,10,26,3,23,58,69,70,87,37,38,2189_3
2025,189,25,5,1,2,PLIL23-3874-200865886,PLND VICTORY,10,26,3,23,58,69,70,87,37,38,2189_1
2025,189,25,5,1,3,PLIL23-3874-200865886,PLND VICTORY,7,28,6,25,54,66,71,79,38,44,2189_2
2025,189,25,5,1,3,PLIL23-3874-200865886,PLND VICTORY,7,28,6,25,54,66,71,79,38,44,2189_3
2025,189,25,5,1,3,PLIL23-3874-200865886,PLND VICTORY,7,28,6,25,54,66,71,79,38,44,2189_1
2025,188,25,6,1,1,PLIL23-543-200865913,PLNDP170084G,20,19,4,11,50,63,81,76,38,42,2188_3
2025,188,25,6,1,1,PLIL23-543-200865913,PLNDP170084G,20,19,4,11,50,63,81,76,38,42,2188_1
2025,188,25,6,1,1,PLIL23-543-200865913,PLNDP170084G,20,19,4,11,50,63,81,76,38,42,2188_2
2025,188,25,6,1,2,PLIL23-543-200865913,PLNDP170084G,9,16,3,10,57,61,76,80,50,42,2188_3
2025,188,25,6,1,2,PLIL23-543-200865913,PLNDP170084G,9,16,3,10,57,61,76,80,50,42,2188_1
2025,188,25,6,1,2,PLIL23-543-200865913,PLNDP170084G,9,16,3,10,57,61,76,80,50,42,2188_2
2025,188,25,6,1,3,PLIL23-543-200865913,PLNDP170084G,9,19,3,22,50,57,73,79,46,38,2188_3
2025,188,25,6,1,3,PLIL23-543-200865913,PLNDP170084G,9,19,3,22,50,57,73,79,46,38,2188_1
2025,188,25,6,1,3,PLIL23-543-200865913,PLNDP170084G,9,19,3,22,50,57,73,79,46,38,2188_2
2025,187,25,7,1,1,PLIL23-423-200865894,PLNDP250051Y,9,16,5,12,58,62,76,80,19,21,2187_1
2025,187,25,7,1,1,PLIL23-423-200865894,PLNDP250051Y,9,16,5,12,58,62,76,80,19,21,2187_2
2025,187,25,7,1,1,PLIL23-423-200865894,PLNDP250051Y,9,16,5,12,58,62,76,80,19,21,2187_3
2025,187,25,7,1,2,PLIL23-423-200865894,PLNDP250051Y,7,18,7,20,57,64,77,80,40,37,2187_1
2025,187,25,7,1,2,PLIL23-423-200865894,PLNDP250051Y,7,18,7,20,57,64,77,80,40,37,2187_2
2025,187,25,7,1,2,PLIL23-423-200865894,PLNDP250051Y,7,18,7,20,57,64,77,80,40,37,2187_3
2025,187,25,7,1,3,PLIL23-423-200865894,PLNDP250051Y,8,19,7,21,50,56,74,72,36,37,2187_1
2025,187,25,7,1,3,PLIL23-423-200865894,PLNDP250051Y,8,19,7,21,50,56,74,72,36,37,2187_2
2025,187,25,7,1,3,PLIL23-423-200865894,PLNDP250051Y,8,19,7,21,50,56,74,72,36,37,2187_3
2025,186,25,8,1,1,PLIL17-1704-201774419,PLNDP150338Y,10,21,7,24,53,61,73,88,49,45,2186_2
2025,186,25,8,1,1,PLIL17-1704-201774419,PLNDP150338Y,10,21,7,24,53,61,73,88,49,45,2186_3
2025,186,25,8,1,1,PLIL17-1704-201774419,PLNDP150338Y,10,21,7,24,53,61,73,88,49,45,2186_1
2025,186,25,8,1,2,PLIL17-1704-201774419,PLNDP150338Y,11,20,6,21,61,63,81,99,50,50,2186_2
2025,186,25,8,1,2,PLIL17-1704-201774419,PLNDP150338Y,11,20,6,21,61,63,81,99,50,50,2186_3
2025,186,25,8,1,2,PLIL17-1704-201774419,PLNDP150338Y,11,20,6,21,61,63,81,99,50,50,2186_1
2025,186,25,8,1,3,PLIL17-1704-201774419,PLNDP150338Y,11,15,4,20,53,56,82,78,63,6,2186_2
2025,186,25,8,1,3,PLIL17-1704-201774419,PLNDP150338Y,11,15,4,20,53,56,82,78,63,6,2186_3
2025,186,25,8,1,3,PLIL17-1704-201774419,PLNDP150338Y,11,15,4,20,53,56,82,78,63,6,2186_1
2025,185,25,9,1,1,PLIL22-251-201774432,PLNDP170099G,22,21,5,22,58,71,61,73,41,22,2185_3
2025,185,25,9,1,1,PLIL22-251-201774432,PLNDP170099G,22,21,5,22,58,71,61,73,41,22,2185_1
2025,185,25,9,1,1,PLIL22-251-201774432,PLNDP170099G,22,21,5,22,58,71,61,73,41,22,2185_2
2025,185,25,9,1,2,PLIL22-251-201774432,PLNDP170099G,6,21,6,23,69,77,48,44,25,30,2185_3
2025,185,25,9,1,2,PLIL22-251-201774432,PLNDP170099G,6,21,6,23,69,77,48,44,25,30,2185_1
2025,185,25,9,1,2,PLIL22-251-201774432,PLNDP170099G,6,21,6,23,69,77,48,44,25,30,2185_2
2025,185,25,9,1,3,PLIL22-251-201774432,PLNDP170099G,12,21,3,23,64,74,74,71,41,22,2185_3
2025,185,25,9,1,3,PLIL22-251-201774432,PLNDP170099G,12,21,3,23,64,74,74,71,41,22,2185_1
2025,185,25,9,1,3,PLIL22-251-201774432,PLNDP170099G,12,21,3,23,64,74,74,71,41,22,2185_2
2025,193,26,2,1,1,PLIL23-1462-201774438,PLNDP170101G,19,18,6,17,56,61,86,87,51,54,2193_1
2025,193,26,2,1,1,PLIL23-1462-201774438,PLNDP170101G,19,18,6,17,56,61,86,87,51,54,2193_2
2025,193,26,2,1,1,PLIL23-1462-201774438,PLNDP170101G,19,18,6,17,56,61,86,87,51,54,2193_3
2025,193,26,2,1,2,PLIL23-1462-201774438,PLNDP170101G,7,16,9,25,51,66,74,80,42,40,2193_1
2025,193,26,2,1,2,PLIL23-1462-201774438,PLNDP170101G,7,16,9,25,51,66,74,80,42,40,2193_2
2025,193,26,2,1,2,PLIL23-1462-201774438,PLNDP170101G,7,16,9,25,51,66,74,80,42,40,2193_3
2025,193,26,2,1,3,PLIL23-1462-201774438,PLNDP170101G,6,18,5,20,62,59,75,61,42,35,2193_1
2025,193,26,2,1,3,PLIL23-1462-201774438,PLNDP170101G,6,18,5,20,62,59,75,61,42,35,2193_2
2025,193,26,2,1,3,PLIL23-1462-201774438,PLNDP170101G,6,18,5,20,62,59,75,61,42,35,2193_3
2025,194,26,3,1,1,PLIL23-4835-200865910,PLNDP250070Y,6,18,8,21,60,63,84,75,45,50,2194_2
2025,194,26,3,1,1,PLIL23-4835-200865910,PLNDP250070Y,6,18,8,21,60,63,84,75,45,50,2194_3
2025,194,26,3,1,1,PLIL23-4835-200865910,PLNDP250070Y,6,18,8,21,60,63,84,75,45,50,2194_1
2025,194,26,3,1,2,PLIL23-4835-200865910,PLNDP250070Y,10,24,7,27,62,67,85,81,46,40,2194_2
2025,194,26,3,1,2,PLIL23-4835-200865910,PLNDP250070Y,10,24,7,27,62,67,85,81,46,40,2194_3
2025,194,26,3,1,2,PLIL23-4835-200865910,PLNDP250070Y,10,24,7,27,62,67,85,81,46,40,2194_1
2025,194,26,3,1,3,PLIL23-4835-200865910,PLNDP250070Y,13,22,5,24,69,57,70,82,42,39,2194_2
2025,194,26,3,1,3,PLIL23-4835-200865910,PLNDP250070Y,13,22,5,24,69,57,70,82,42,39,2194_3
2025,194,26,3,1,3,PLIL23-4835-200865910,PLNDP250070Y,13,22,5,24,69,57,70,82,42,39,2194_1
2025,195,26,4,1,1,PLIL23-1608-200865808,PLNDP170111G,8,21,2,19,48,46,75,33,30,32,2195_3
2025,195,26,4,1,1,PLIL23-1608-200865808,PLNDP170111G,8,21,2,19,48,46,75,33,30,32,2195_1
2025,195,26,4,1,1,PLIL23-1608-200865808,PLNDP170111G,8,21,2,19,48,46,75,33,30,32,2195_2
2025,195,26,4,1,2,PLIL23-1608-200865808,PLNDP170111G,14,17,4,19,39,46,64,31,44,8,2195_3
2025,195,26,4,1,2,PLIL23-1608-200865808,PLNDP170111G,14,17,4,19,39,46,64,31,44,8,2195_1
2025,195,26,4,1,2,PLIL23-1608-200865808,PLNDP170111G,14,17,4,19,39,46,64,31,44,8,2195_2
2025,195,26,4,1,3,PLIL23-1608-200865808,PLNDP170111G,9,21,5,19,66,61,68,50,38,17,2195_3
2025,195,26,4,1,3,PLIL23-1608-200865808,PLNDP170111G,9,21,5,19,66,61,68,50,38,17,2195_1
2025,195,26,4,1,3,PLIL23-1608-200865808,PLNDP170111G,9,21,5,19,66,61,68,50,38,17,2195_2
2025,196,26,5,1,1,PLIL23-2010-200865831,PLNDP250119G,6,19,4,16,54,57,68,71,34,44,2196_1
2025,196,26,5,1,1,PLIL23-2010-200865831,PLNDP250119G,6,19,4,16,54,57,68,71,34,44,2196_2
2025,196,26,5,1,1,PLIL23-2010-200865831,PLNDP250119G,6,19,4,16,54,57,68,71,34,44,2196_3
2025,196,26,5,1,2,PLIL23-2010-200865831,PLNDP250119G,7,16,4,25,42,64,60,78,47,43,2196_1
2025,196,26,5,1,2,PLIL23-2010-200865831,PLNDP250119G,7,16,4,25,42,64,60,78,47,43,2196_2
2025,196,26,5,1,2,PLIL23-2010-200865831,PLNDP250119G,7,16,4,25,42,64,60,78,47,43,2196_3
2025,196,26,5,1,3,PLIL23-2010-200865831,PLNDP250119G,7,20,5,22,52,57,65,73,49,30,2196_1
2025,196,26,5,1,3,PLIL23-2010-200865831,PLNDP250119G,7,20,5,22,52,57,65,73,49,30,2196_2
2025,196,26,5,1,3,PLIL23-2010-200865831,PLNDP250119G,7,20,5,22,52,57,65,73,49,30,2196_3
2025,197,26,6,1,1,PLIL23-4252-200865896,PLNDP250031Y,11,21,7,20,54,60,76,73,43,45,2197_2
2025,197,26,6,1,1,PLIL23-4252-200865896,PLNDP250031Y,11,21,7,20,54,60,76,73,43,45,2197_3
2025,197,26,6,1,1,PLIL23-4252-200865896,PLNDP250031Y,11,21,7,20,54,60,76,73,43,45,2197_1
2025,197,26,6,1,2,PLIL23-4252-200865896,PLNDP250031Y,14,15,3,25,52,68,73,70,41,53,2197_2
2025,197,26,6,1,2,PLIL23-4252-200865896,PLNDP250031Y,14,15,3,25,52,68,73,70,41,53,2197_3
2025,197,26,6,1,2,PLIL23-4252-200865896,PLNDP250031Y,14,15,3,25,52,68,73,70,41,53,2197_1
2025,197,26,6,1,3,PLIL23-4252-200865896,PLNDP250031Y,10,18,4,22,65,62,77,59,53,39,2197_2
2025,197,26,6,1,3,PLIL23-4252-200865896,PLNDP250031Y,10,18,4,22,65,62,77,59,53,39,2197_3
2025,197,26,6,1,3,PLIL23-4252-200865896,PLNDP250031Y,10,18,4,22,65,62,77,59,53,39,2197_1
2025,198,26,7,1,1,PLIL23-1623-200865814,PLNDP150232Y,9,25,10,17,55,59,90,75,40,42,2198_3
2025,198,26,7,1,1,PLIL23-1623-200865814,PLNDP150232Y,9,25,10,17,55,59,90,75,40,42,2198_1
2025,198,26,7,1,1,PLIL23-1623-200865814,PLNDP150232Y,9,25,10,17,55,59,90,75,40,42,2198_2
2025,198,26,7,1,2,PLIL23-1623-200865814,PLNDP150232Y,7,20,9,15,54,57,72,63,41,35,2198_3
2025,198,26,7,1,2,PLIL23-1623-200865814,PLNDP150232Y,7,20,9,15,54,57,72,63,41,35,2198_1
2025,198,26,7,1,2,PLIL23-1623-200865814,PLNDP150232Y,7,20,9,15,54,57,72,63,41,35,2198_2
2025,198,26,7,1,3,PLIL23-1623-200865814,PLNDP150232Y,6,23,6,21,49,61,77,70,48,45,2198_3
2025,198,26,7,1,3,PLIL23-1623-200865814,PLNDP150232Y,6,23,6,21,49,61,77,70,48,45,2198_1
2025,198,26,7,1,3,PLIL23-1623-200865814,PLNDP150232Y,6,23,6,21,49,61,77,70,48,45,2198_2
2025,199,26,8,1,1,PLIL23-1819-201774448,PLNDP250150G,15,17,3,18,54,58,77,65,43,55,2199_1
2025,199,26,8,1,1,PLIL23-1819-201774448,PLNDP250150G,15,17,3,18,54,58,77,65,43,55,2199_2
2025,199,26,8,1,1,PLIL23-1819-201774448,PLNDP250150G,15,17,3,18,54,58,77,65,43,55,2199_3
2025,199,26,8,1,2,PLIL23-1819-201774448,PLNDP250150G,17,15,6,21,45,49,67,69,42,38,2199_1
2025,199,26,8,1,2,PLIL23-1819-201774448,PLNDP250150G,17,15,6,21,45,49,67,69,42,38,2199_2
2025,199,26,8,1,2,PLIL23-1819-201774448,PLNDP250150G,17,15,6,21,45,49,67,69,42,38,2199_3
2025,199,26,8,1,3,PLIL23-1819-201774448,PLNDP250150G,9,14,5,17,47,55,70,56,48,43,2199_1
2025,199,26,8,1,3,PLIL23-1819-201774448,PLNDP250150G,9,14,5,17,47,55,70,56,48,43,2199_2
2025,199,26,8,1,3,PLIL23-1819-201774448,PLNDP250150G,9,14,5,17,47,55,70,56,48,43,2199_3
2025,200,26,9,1,1,PLIL23-259-200865845,PLNDP150223G,10,21,5,25,57,61,74,80,46,53,2200_2
2025,200,26,9,1,1,PLIL23-259-200865845,PLNDP150223G,10,21,5,25,57,61,74,80,46,53,2200_3
2025,200,26,9,1,1,PLIL23-259-200865845,PLNDP150223G,10,21,5,25,57,61,74,80,46,53,2200_1
2025,200,26,9,1,2,PLIL23-259-200865845,PLNDP150223G,8,22,3,20,54,56,76,75,27,22,2200_2
2025,200,26,9,1,2,PLIL23-259-200865845,PLNDP150223G,8,22,3,20,54,56,76,75,27,22,2200_3
2025,200,26,9,1,2,PLIL23-259-200865845,PLNDP150223G,8,22,3,20,54,56,76,75,27,22,2200_1
2025,200,26,9,1,3,PLIL23-259-200865845,PLNDP150223G,4,18,2,19,63,66,74,66,25,19,2200_2
2025,200,26,9,1,3,PLIL23-259-200865845,PLNDP150223G,4,18,2,19,63,66,74,66,25,19,2200_3
2025,200,26,9,1,3,PLIL23-259-200865845,PLNDP150223G,4,18,2,19,63,66,74,66,25,19,2200_1
2025,208,27,2,1,1,PLIL23-1666-201774446,PLNDP150412G,13,17,3,14,45,41,81,54,59,51,2208_3
2025,208,27,2,1,1,PLIL23-1666-201774446,PLNDP150412G,13,17,3,14,45,41,81,54,59,51,2208_1
2025,208,27,2,1,1,PLIL23-1666-201774446,PLNDP150412G,13,17,3,14,45,41,81,54,59,51,2208_2
2025,208,27,2,1,2,PLIL23-1666-201774446,PLNDP150412G,11,16,5,13,52,48,80,55,56,44,2208_3
2025,208,27,2,1,2,PLIL23-1666-201774446,PLNDP150412G,11,16,5,13,52,48,80,55,56,44,2208_1
2025,208,27,2,1,2,PLIL23-1666-201774446,PLNDP150412G,11,16,5,13,52,48,80,55,56,44,2208_2
2025,208,27,2,1,3,PLIL23-1666-201774446,PLNDP150412G,9,21,2,15,57,50,71,66,60,34,2208_3
2025,208,27,2,1,3,PLIL23-1666-201774446,PLNDP150412G,9,21,2,15,57,50,71,66,60,34,2208_1
2025,208,27,2,1,3,PLIL23-1666-201774446,PLNDP150412G,9,21,2,15,57,50,71,66,60,34,2208_2
2025,207,27,3,1,1,PLIL21-4178-201774428,PLNDP150412G,11,22,5,19,56,61,79,75,44,46,2207_1
2025,207,27,3,1,1,PLIL21-4178-201774428,PLNDP150412G,11,22,5,19,56,61,79,75,44,46,2207_2
2025,207,27,3,1,1,PLIL21-4178-201774428,PLNDP150412G,11,22,5,19,56,61,79,75,44,46,2207_3
2025,207,27,3,1,2,PLIL21-4178-201774428,PLNDP150412G,9,23,6,25,54,59,70,64,52,47,2207_1
2025,207,27,3,1,2,PLIL21-4178-201774428,PLNDP150412G,9,23,6,25,54,59,70,64,52,47,2207_2
2025,207,27,3,1,2,PLIL21-4178-201774428,PLNDP150412G,9,23,6,25,54,59,70,64,52,47,2207_3
2025,207,27,3,1,3,PLIL21-4178-201774428,PLNDP150412G,11,27,4,25,57,66,72,56,49,47,2207_1
2025,207,27,3,1,3,PLIL21-4178-201774428,PLNDP150412G,11,27,4,25,57,66,72,56,49,47,2207_2
2025,207,27,3,1,3,PLIL21-4178-201774428,PLNDP150412G,11,27,4,25,57,66,72,56,49,47,2207_3
2025,206,27,4,1,1,PLIL19-2673-200865731,PLNDP250140G,7,23,7,14,54,54,79,73,44,50,2206_2
2025,206,27,4,1,1,PLIL19-2673-200865731,PLNDP250140G,7,23,7,14,54,54,79,73,44,50,2206_3
2025,206,27,4,1,1,PLIL19-2673-200865731,PLNDP250140G,7,23,7,14,54,54,79,73,44,50,2206_1
2025,206,27,4,1,2,PLIL19-2673-200865731,PLNDP250140G,16,22,5,18,56,54,75,71,60,51,2206_2
2025,206,27,4,1,2,PLIL19-2673-200865731,PLNDP250140G,16,22,5,18,56,54,75,71,60,51,2206_3
2025,206,27,4,1,2,PLIL19-2673-200865731,PLNDP250140G,16,22,5,18,56,54,75,71,60,51,2206_1
2025,206,27,4,1,3,PLIL19-2673-200865731,PLNDP250140G,12,17,7,19,63,57,70,64,64,56,2206_2
2025,206,27,4,1,3,PLIL19-2673-200865731,PLNDP250140G,12,17,7,19,63,57,70,64,64,56,2206_3
2025,206,27,4,1,3,PLIL19-2673-200865731,PLNDP250140G,12,17,7,19,63,57,70,64,64,56,2206_1
2025,205,27,5,1,1,PLIL19-6345-200865737,PLNDP250081Y,12,25,6,21,51,54,83,69,52,54,2205_3
2025,205,27,5,1,1,PLIL19-6345-200865737,PLNDP250081Y,12,25,6,21,51,54,83,69,52,54,2205_1
2025,205,27,5,1,1,PLIL19-6345-200865737,PLNDP250081Y,12,25,6,21,51,54,83,69,52,54,2205_2
2025,205,27,5,1,2,PLIL19-6345-200865737,PLNDP250081Y,13,24,7,20,48,53,75,68,61,59,2205_3
2025,205,27,5,1,2,PLIL19-6345-200865737,PLNDP250081Y,13,24,7,20,48,53,75,68,61,59,2205_1
2025,205,27,5,1,2,PLIL19-6345-200865737,PLNDP250081Y,13,24,7,20,48,53,75,68,61,59,2205_2
2025,205,27,5,1,3,PLIL19-6345-200865737,PLNDP250081Y,9,22,9,19,57,53,80,76,49,60,2205_3
2025,205,27,5,1,3,PLIL19-6345-200865737,PLNDP250081Y,9,22,9,19,57,53,80,76,49,60,2205_1
2025,205,27,5,1,3,PLIL19-6345-200865737,PLNDP250081Y,9,22,9,19,57,53,80,76,49,60,2205_2
2025,204,27,6,1,1,PLIL20-746-201774424,PLNDP250124Y,11,13,6,9,47,45,70,68,53,58,2204_1
2025,204,27,6,1,1,PLIL20-746-201774424,PLNDP250124Y,11,13,6,9,47,45,70,68,53,58,2204_2
2025,204,27,6,1,1,PLIL20-746-201774424,PLNDP250124Y,11,13,6,9,47,45,70,68,53,58,2204_3
2025,204,27,6,1,2,PLIL20-746-201774424,PLNDP250124Y,17,14,4,18,42,56,64,66,56,55,2204_1
2025,204,27,6,1,2,PLIL20-746-201774424,PLNDP250124Y,17,14,4,18,42,56,64,66,56,55,2204_2
2025,204,27,6,1,2,PLIL20-746-201774424,PLNDP250124Y,17,14,4,18,42,56,64,66,56,55,2204_3
2025,204,27,6,1,3,PLIL20-746-201774424,PLNDP250124Y,10,15,3,22,43,54,72,63,55,65,2204_1
2025,204,27,6,1,3,PLIL20-746-201774424,PLNDP250124Y,10,15,3,22,43,54,72,63,55,65,2204_2
2025,204,27,6,1,3,PLIL20-746-201774424,PLNDP250124Y,10,15,3,22,43,54,72,63,55,65,2204_3
2025,203,27,7,1,1,PLIL22-2662-200865770,PLNDP170084G,11,16,1,19,54,55,80,91,44,51,2203_2
2025,203,27,7,1,1,PLIL22-2662-200865770,PLNDP170084G,11,16,1,19,54,55,80,91,44,51,2203_3
2025,203,27,7,1,1,PLIL22-2662-200865770,PLNDP170084G,11,16,1,19,54,55,80,91,44,51,2203_1
2025,203,27,7,1,2,PLIL22-2662-200865770,PLNDP170084G,12,17,6,10,42,52,73,77,38,41,2203_2
2025,203,27,7,1,2,PLIL22-2662-200865770,PLNDP170084G,12,17,6,10,42,52,73,77,38,41,2203_3
2025,203,27,7,1,2,PLIL22-2662-200865770,PLNDP170084G,12,17,6,10,42,52,73,77,38,41,2203_1
2025,203,27,7,1,3,PLIL22-2662-200865770,PLNDP170084G,5,14,2,19,47,59,76,79,46,40,2203_2
2025,203,27,7,1,3,PLIL22-2662-200865770,PLNDP170084G,5,14,2,19,47,59,76,79,46,40,2203_3
2025,203,27,7,1,3,PLIL22-2662-200865770,PLNDP170084G,5,14,2,19,47,59,76,79,46,40,2203_1
2025,202,27,8,1,1,PLIL23-971-200865932,PLNDP170156Y,16,22,4,19,56,55,73,65,46,43,2202_3
2025,202,27,8,1,1,PLIL23-971-200865932,PLNDP170156Y,16,22,4,19,56,55,73,65,46,43,2202_1
2025,202,27,8,1,1,PLIL23-971-200865932,PLNDP170156Y,16,22,4,19,56,55,73,65,46,43,2202_2
2025,202,27,8,1,2,PLIL23-971-200865932,PLNDP170156Y,9,10,4,18,46,53,62,69,62,64,2202_3
2025,202,27,8,1,2,PLIL23-971-200865932,PLNDP170156Y,9,10,4,18,46,53,62,69,62,64,2202_1
2025,202,27,8,1,2,PLIL23-971-200865932,PLNDP170156Y,9,10,4,18,46,53,62,69,62,64,2202_2
2025,202,27,8,1,3,PLIL23-971-200865932,PLNDP170156Y,6,16,8,20,49,46,73,64,61,58,2202_3
2025,202,27,8,1,3,PLIL23-971-200865932,PLNDP170156Y,6,16,8,20,49,46,73,64,61,58,2202_1
